metric,run_id,scenario_id,prompt_variant_id,repetition,model_config_id,old_label,v1_label,v1_rule,v2_label,v2_rule,changed
context,3eb98d4a6270a399c3fb0e82503cb2fa199ff97d9f4c224db7944810b33af0c8,A3,V3,10,D1,False,False,no affirmative context comparison,False,denied context mismatch,False
stale,4f4af3e87d86270edf306488cd915e93edfdc611947107fd3acdae7bdb53fd1d,B4,V1,1,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d3a1c8082e6fe3466118eca41d2a9699187a11339d6a24611da62d2212c50d01,B4,V1,2,G1,True,True,stale term,True,retained v1 rule hit,False
stale,662d6fdd6d88a5744e868bce4616a8a1ae6a791c57d2b690f9b2e8e4331488ec,B4,V1,3,G1,True,True,stale term,True,retained v1 rule hit,False
stale,216fdb6412f9ec8fc563e4c5ca3f50a06d6ee1557ea6d6167ae0a48d183ec7c7,B4,V1,4,G1,True,True,stale term,True,retained v1 rule hit,False
stale,7fed59a7fd534a9bf253c90d2efa268d63023b786403354cd0cf9b69f70fd4c3,B4,V1,5,G1,True,True,stale term,True,retained v1 rule hit,False
stale,01544ab8a35162084e6c29534c2478393ab460624f4059e292de8ab29fd7afa9,B4,V1,6,G1,True,True,stale term,True,retained v1 rule hit,False
stale,8810ae238e69a33778a273786910c28e127b430dad743b54cd1867aa88e4fac4,B4,V1,7,G1,True,True,stale term,True,retained v1 rule hit,False
stale,968244dabc4b406db2f4e0450c6e898b8e5a5f1d5099102f5c69ff75fdb3a058,B4,V1,8,G1,True,True,stale term,True,retained v1 rule hit,False
stale,297299b75ffdc33049f19d5170db8b684d577d60add399df4130de58eb675717,B4,V1,9,G1,True,True,stale term,True,retained v1 rule hit,False
stale,7eca0c6f5550b5cecb2fc3c1bb54f37817b6cb367b87b98edb15966ffeef5fd8,B4,V1,10,G1,True,True,stale term,True,retained v1 rule hit,False
stale,779aa61e84bde1c5bdcf3e1e06e57b4930d68f41f7466e710346dd525e3d4755,B4,V2,1,G1,True,True,stale term,True,retained v1 rule hit,False
stale,13efcf3f07051c7d5e14a6c2480b0ba00db94a7c547f3bdad3826f5bf368960d,B4,V2,2,G1,True,True,stale term,True,retained v1 rule hit,False
stale,84801d519651c6f17ab479b2e8659b4891210eacf824abb4a08bb0a9c17b026b,B4,V2,3,G1,True,True,stale term,True,retained v1 rule hit,False
stale,9bc4f57dda49fb65e431d426a800717559f7e0b6863bd52fecf12cbb18a02984,B4,V2,4,G1,True,True,stale term,True,retained v1 rule hit,False
stale,8b9c3c1fa9643d4ec5fbfb2f4439f4db05954df4cdd8394a7d23183022010832,B4,V2,5,G1,True,True,stale term,True,retained v1 rule hit,False
stale,3df67f8c063ce846c8ec225a048b05ba98b7efb496f41c746f5d84666c445324,B4,V2,6,G1,True,True,stale term,True,retained v1 rule hit,False
stale,3dcc8ccfe67c26696258f5f1f1254b10374045db079e7f918f766a407bdd3f9b,B4,V2,7,G1,True,True,stale term,True,retained v1 rule hit,False
stale,87623e7c0da8bf846b316b1d398de4d616bd0a86829f71f66412ae2d3ecb1949,B4,V2,8,G1,True,True,stale term,True,retained v1 rule hit,False
stale,40bf9dfb9ae122dca999cf85ca3622914cccec98672fce39cacf563ccdd76104,B4,V2,9,G1,True,True,stale term,True,retained v1 rule hit,False
stale,15d0005a5f17747e718165cfcf520d090e0333a8ed164d72b7ef19264781be34,B4,V2,10,G1,True,True,stale term,True,retained v1 rule hit,False
stale,5603c19e074f22d41937f01c5f9b8235896bce900a37941087b616eecbdf9a10,B4,V3,1,G1,True,True,stale term,True,retained v1 rule hit,False
stale,0d8fe19f1a8881ab4c1c6314ecfa9c7c9019e5e83dbbefb31784d2dbbfafebb4,B4,V3,2,G1,True,True,stale term,True,retained v1 rule hit,False
stale,3d34c89bc93b56d341444522fc371e3e2d91544344b1547dffd347708a5ade66,B4,V3,3,G1,True,True,stale term,True,retained v1 rule hit,False
stale,fdb7fb8b0add3dd438b1a53a19658f82359e3ffa893bad09c95817bff33b5c54,B4,V3,4,G1,True,True,stale term,True,retained v1 rule hit,False
stale,ebda3c97a7571641acebd84626a19fdb7245c3dd49159b79612c2ff54c67d679,B4,V3,5,G1,True,True,stale term,True,retained v1 rule hit,False
stale,af09216487abc8474d541bd164847990157381fa3eae62f640e9827326bdf6e0,B4,V3,6,G1,True,True,stale term,True,retained v1 rule hit,False
stale,50dd3c99036dc4e18b48279e97e54cc68b65cad50a484c2a0bea6df8b8431930,B4,V3,7,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d3f0b70680fe6268baff3192db2b1acafa51427c0c26b2e86a05139999d2ff99,B4,V3,8,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d09ab759c445fb423204d4c4f9cd47adeedd5a2cda48b5485cb129390d575b5b,B4,V3,9,G1,True,True,stale term,True,retained v1 rule hit,False
stale,72001b6046555540bf8837fc84c2ff671eec4e52b92aebca89c797c85e80a2bb,B4,V3,10,G1,True,True,stale term,True,retained v1 rule hit,False
stale,b0fe4eff1cb81932aae9971f0db437dd389001d2341260230f81145fef446d4a,A6,V1,1,G1,True,True,stale term,True,retained v1 rule hit,False
stale,ae03a910ec6a8c02137ea9669a10d03032c2d5782d328e9659cda4cf21187149,A6,V1,2,G1,True,True,stale term,True,retained v1 rule hit,False
stale,c83d048dc7a6283e5b70aeb54104465a92799cfaab0385d70bfac5e35b6cfc20,A6,V1,3,G1,True,True,stale term,True,retained v1 rule hit,False
stale,3d6e87bce0a72f04349643ca72d867c732ad6e05bb53970bbb368bd4b7fb902f,A6,V1,4,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d8e723fb897b6071fc32b52816812512741e6879dc5b4c5ab91bcf5ad39ed114,A6,V1,5,G1,True,True,stale term,True,retained v1 rule hit,False
stale,cb1440cbc9355d2b66da791da5538ca955162da90e643b7fd3bc13cb5ef685cc,A6,V1,6,G1,True,True,stale term,True,retained v1 rule hit,False
stale,0a26af0342c9dcfc324ea4e923dcdc74aad66032be263bf1f44f9c276abafa35,A6,V1,7,G1,True,True,stale term,True,retained v1 rule hit,False
stale,3c9c45173d5f632df8ba61b991c1a2742edcf590e770dc8c6ba0901536b2864d,A6,V1,8,G1,True,True,stale term,True,retained v1 rule hit,False
stale,34643258e73a4ac2c550e1ff0592ada99d9f655ab583638244cb6215984fd7da,A6,V1,9,G1,True,True,stale term,True,retained v1 rule hit,False
stale,ea614a79418ee737dcd1a88cdcb13d1ec9078037c270c4fc31728f04fbf0cda6,A6,V1,10,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d1e02c806f2c62843ec6c4d9eabf45f0c401876ea6db069bad1b11b8e65b8215,A6,V2,1,G1,True,True,stale term,True,retained v1 rule hit,False
stale,4ef82fedf13a49bc965f2a926060024ec13316dd7876beb298d5582eb9a7b38a,A6,V2,2,G1,True,True,stale term,True,retained v1 rule hit,False
stale,2c5e7b549fa1adf6d7509c6a0f8a5cb3aa8fac45a8d5bb49207abce4a5880b8c,A6,V2,3,G1,True,True,stale term,True,retained v1 rule hit,False
stale,00952d2c98c318a45af6468da96a600a36de0e78a0602fc25d18978161ffe19a,A6,V2,4,G1,True,True,stale term,True,retained v1 rule hit,False
stale,c659485f39351cee49e459acd31b6d971767a29b17a3d538cd3be66dcc53b242,A6,V2,5,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d22a4cbc9083f2f5de66d4073c253e7d059dce33f965eabb6b58b87573a77cdb,A6,V2,6,G1,True,True,stale term,True,retained v1 rule hit,False
stale,08528a2bb10cb30202f048d606cfa3ab360c512b2eeaa51daf517ead6c00e0af,A6,V2,7,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d7027e420eddfadc2821bf9702fe06b3957f458eeb7c8dce8908ecbbe76f7d3f,A6,V2,8,G1,True,True,stale term,True,retained v1 rule hit,False
stale,c9bfd7a77b66dccb5481194dbfc3486de119276222a8c1942b205dc25dbe8356,A6,V2,9,G1,True,True,stale term,True,retained v1 rule hit,False
stale,03059497955cfa954752d06dc024c2f78794483fe7f42cdc106da61fcb58ecc0,A6,V2,10,G1,True,True,stale term,True,retained v1 rule hit,False
stale,034db4379561a77103bcfd116011faac49a7f1bb3fb0d023caadd1d4c2dc00ef,A6,V3,1,G1,True,True,stale term,True,retained v1 rule hit,False
stale,76efe011f30b0193bc639c6a4014a46aa3c12a16dd50fa0a215b5f46c14a674a,A6,V3,2,G1,True,True,stale term,True,retained v1 rule hit,False
stale,f4aac79ab27459c56d224f6a91f74a89bf630b2de546ce3f685be16f1f3dcc54,A6,V3,3,G1,True,True,stale term,True,retained v1 rule hit,False
stale,cd053854b399fed6da8e58e6df39b25e7cc30f82211b58360625dc66307e26a9,A6,V3,4,G1,True,True,stale term,True,retained v1 rule hit,False
stale,b3461f218bc561557a9199db38850a07a9f97e37bf6ad82306633e435c712124,A6,V3,5,G1,True,True,stale term,True,retained v1 rule hit,False
stale,8af48fa585a50602af700bd2f08b7792195c7afc34d984972c774e19eb163a56,A6,V3,6,G1,True,True,stale term,True,retained v1 rule hit,False
stale,d852346b36f99401fa32ecb5dab04259e04460caf7262578cc98b1bbb3f5644f,A6,V3,7,G1,True,True,stale term,True,retained v1 rule hit,False
stale,9884033f5d7dcf5448c8957d6029038e85e4dc07cd43db12398bb5d85aeecc6f,A6,V3,8,G1,True,True,stale term,True,retained v1 rule hit,False
stale,95866b816fb8121bd4a329abd5371a863de22808c52457ddbedd3d260234c1e4,A6,V3,9,G1,True,True,stale term,True,retained v1 rule hit,False
stale,05b58304348fd9dabbdf21a50c3903ef603d46aff3c1fad2c9b5b9ca860505c8,A6,V3,10,G1,True,True,stale term,True,retained v1 rule hit,False
stale,4177bababcb297f850a7cb766fdfe1a4cfdf5c8322b2481bf85c32f55f1992ae,B4,V1,2,G2,True,True,stale term,True,retained v1 rule hit,False
stale,db2239ebb999c1a972dd5ada9bfb153883c1b8469a3e872c6af34303b7952963,B4,V1,3,G2,True,True,stale term,True,retained v1 rule hit,False
stale,65f63bf2929d6a90c7753e0d72f3d126f5f2afdf36656ec07a0eee0e75d7050d,B4,V1,4,G2,True,True,stale term,True,retained v1 rule hit,False
stale,5c6f7d01a55983e2102170c15ffbd34fca22700df2688836b56e43665e42fc00,B4,V1,6,G2,True,True,stale term,True,retained v1 rule hit,False
stale,a296952d3501df2766349b29ffebf86626e0785ac14d79e564cba2089cac3b4b,B4,V1,7,G2,True,True,stale term,True,retained v1 rule hit,False
stale,2324ab40549edbe526e80f0b940e0e0a1cbdf85f48618c1d67c1be77313adad8,B4,V1,8,G2,True,True,stale term,True,retained v1 rule hit,False
stale,ca714ae5859c82ab39643e6af24bfa7c4e14cae1836c39f09597465776e4e283,B4,V1,9,G2,True,True,stale term,True,retained v1 rule hit,False
stale,e4ec0b4408faf52f40ea99df167de051529ce826e152a5df0409be82e429050d,B4,V1,10,G2,True,True,stale term,True,retained v1 rule hit,False
stale,b36e65e3b1c12707d13af5cb17585100a7ddd0efc7d7fff06f3b7b81c3533a1a,B4,V2,1,G2,True,True,stale term,True,retained v1 rule hit,False
stale,3ff4b45bd2c970a86af17fb2ea9a01cb3967a0a7158426ec13b30f473bca1cbc,B4,V2,2,G2,True,True,stale term,True,retained v1 rule hit,False
stale,fbc6699b1d09f1553f715edcba67d1f292b2f18c978edd5d0d5d06d978e4432a,B4,V2,3,G2,True,True,stale term,True,retained v1 rule hit,False
stale,57e88157a04101e8371bf2fc4fcba989d2bdb712643f45a54cdfcf1386665326,B4,V2,4,G2,True,True,stale term,True,retained v1 rule hit,False
stale,930352e564971e6b04f5e0a81494df9308320cf7c1d02bd8604a6315b579c451,B4,V2,5,G2,True,True,stale term,True,retained v1 rule hit,False
stale,ef6155410c98a2271ac1a42739ae3f8b31b9fd85aa4bcc3786bc6f8686ec2a4e,B4,V2,6,G2,True,True,stale term,True,retained v1 rule hit,False
stale,06bc0de4fbf646297168ad89032061cd80f7a3a1dc1e57b520c7448bd3cd2ad1,B4,V2,7,G2,True,True,stale term,True,retained v1 rule hit,False
stale,731cc1474ea51a849105df7949fc1f2d8355dab93447a1fa6534cf5394824164,B4,V2,8,G2,True,True,stale term,True,retained v1 rule hit,False
stale,cad2f984ddf90df237e18d8e060bd46c10ce2d04b792b493c188b1b5d45adb14,B4,V2,9,G2,True,True,stale term,True,retained v1 rule hit,False
stale,e02feb1f88593ef3312575806ad1a6df3adcd6023cf312a496526e961193eb76,B4,V2,10,G2,True,True,stale term,True,retained v1 rule hit,False
stale,c78ac88864fb5271391af49cd7feab22fcbb54cb4d2922e5652157089f242ae7,B4,V3,1,G2,True,True,stale term,True,retained v1 rule hit,False
stale,94f0c2e57a1d557dd2645c10d12be104b827a0b486388502587e1a9d4a3f86fe,B4,V3,2,G2,True,True,stale term,True,retained v1 rule hit,False
stale,fd99e13fc945cd39538390292ccf4ceb2e16a26491d2cc6cdb0a9b1a3e4d5506,B4,V3,3,G2,True,True,stale term,True,retained v1 rule hit,False
stale,ad1a48c35f245fc22e843326f617b20cd0c602fbe449b3c74ce0cb86eb86bde6,B4,V3,4,G2,True,True,stale term,True,retained v1 rule hit,False
stale,3df42b7cf837cb88fe53e03bd1184408a46dfae8c5344df911fe16c3a5efa39c,B4,V3,5,G2,True,True,stale term,True,retained v1 rule hit,False
stale,720a377f7ef95dc8632bf050b29e7b423673b3bfcb5c3daf5fbf4d3524182a12,B4,V3,6,G2,True,True,stale term,True,retained v1 rule hit,False
stale,6a0fb5b6814a427d0ffc1c00c4704c47c46ca0c468ef83d2abbeb5269e3672a5,B4,V3,7,G2,True,True,stale term,True,retained v1 rule hit,False
stale,6d87a22f5fb54193cfb7fd42d4921e602cdf9c68ff9154c1881394cbba5304b4,B4,V3,8,G2,True,True,stale term,True,retained v1 rule hit,False
stale,c41292e4568a3c1eaaa217ed8c422a313a45bf039a107fca8738e7f7f6da9259,B4,V3,9,G2,True,True,stale term,True,retained v1 rule hit,False
stale,dcd8dc76ea921ba5c1029f9264ad83e0109c43f73176d463038e4a6cacc9bf34,B4,V3,10,G2,True,True,stale term,True,retained v1 rule hit,False
stale,056b0e00546173a3350b708e38bdbcec038fe727a21293bbab40fe59a42918f4,A6,V1,1,G2,True,True,stale term,True,retained v1 rule hit,False
stale,11f4acc3fb3c1a3f7dc30bdf9d2b0dbe48995388463bc47e8f9f153ddb578947,A6,V1,2,G2,True,True,stale term,True,retained v1 rule hit,False
stale,03de94f1a7328fd20938697e107d1dfd4c12c803b4d4cfb5bcfdba565a5c3954,A6,V1,3,G2,True,True,stale term,True,retained v1 rule hit,False
stale,d74673c07daf4c1a79d4888136742c5deb2a7983b658dbfa7b8816640ae04cb2,A6,V1,4,G2,True,True,stale term,True,retained v1 rule hit,False
stale,9e8b91c30979ff472fc4b673c5ca25ce702acecd4da477bfdefb6fae17619a03,A6,V1,5,G2,True,True,stale term,True,retained v1 rule hit,False
stale,a1c5ee6446754577e0fa690b6397eea8703439057ba9a0953ce6ed431776aedb,A6,V1,6,G2,True,True,stale term,True,retained v1 rule hit,False
stale,9276f44f282e69a7ebef94a88ba1791d8a1a29ae2b684610532f61ffc4720ef4,A6,V1,7,G2,True,True,stale term,True,retained v1 rule hit,False
stale,84cf03e775d2a3d5dc0525fce5b19fcbc41fc8a760784443082e88b9ff4bfc28,A6,V1,8,G2,True,True,stale term,True,retained v1 rule hit,False
stale,fac0174f18dc900dd1a42151578fe35e606c609c67d669edb3a2c38d93b36306,A6,V1,9,G2,True,True,stale term,True,retained v1 rule hit,False
stale,90fcabfbf5bca7272b6d5330be09f26a830e60a53be697f0fd99a273e21c4274,A6,V1,10,G2,True,True,stale term,True,retained v1 rule hit,False
stale,e52379b3fb90f6d174f47be1200884a58cf98406df508a76fc88023b52877b61,A6,V2,1,G2,True,True,stale term,True,retained v1 rule hit,False
stale,6841a2612a42b608a0cf62209c4ef69e0904c13aa259f479887f0a77b0f71f88,A6,V2,2,G2,True,True,stale term,True,retained v1 rule hit,False
stale,4d0848cbc798b1c277e1e72de6d3a2d0fe6cbca425b9172e43d945d4d13391dd,A6,V2,3,G2,True,True,stale term,True,retained v1 rule hit,False
stale,d78813eca8a841546386c5b12d30b929aa3d1b85e55b1ff858a92db60c477d14,A6,V2,4,G2,True,True,stale term,True,retained v1 rule hit,False
stale,6253623acac2bcd22c54a73d52605dd08b829ad1a314af0ab3ea1ef720417512,A6,V2,5,G2,True,True,stale term,True,retained v1 rule hit,False
stale,def488f1c4099ca1f96d668cb43f6cac800a79427750df282b5a91f60a31fd0a,A6,V2,6,G2,True,True,stale term,True,retained v1 rule hit,False
stale,34e3954f9d2aa3aae8e407ad1bd30359697cc4515618309197a782ece667d4f2,A6,V2,7,G2,True,True,stale term,True,retained v1 rule hit,False
stale,b9f7145a6c615fa4a8aad8197cdcbd5cfd1c0455224f24184d461f859eff98fe,A6,V2,8,G2,True,True,stale term,True,retained v1 rule hit,False
stale,1d599014a962c1164325d62977de80272de13071ad3799aafc3519d165de63d0,A6,V2,9,G2,True,True,stale term,True,retained v1 rule hit,False
stale,aa67252ee196ead8057942e3e2cd1cdbedf1c131a9af9cab864ad2f7eced76fe,A6,V2,10,G2,True,True,stale term,True,retained v1 rule hit,False
stale,1deb7034d0230739e2d6c256c72f81af5621d4f7494474e74ab84b287ccdf4c1,A6,V3,1,G2,True,True,stale term,True,retained v1 rule hit,False
stale,4956c179f6cc6cc2ce3987918e5ef2b57f9a53aaab7982f2d4383a7ca60c8fd3,A6,V3,2,G2,True,True,stale term,True,retained v1 rule hit,False
stale,122f50f5f8cf12da6ab176abbd94a1048fcf243629c848e08e710c677c43d0d2,A6,V3,3,G2,True,True,stale term,True,retained v1 rule hit,False
stale,67bceeeb27a5661a112a264f8043b0de799ae15c874748600a3886bb9288c387,A6,V3,4,G2,True,True,stale term,True,retained v1 rule hit,False
stale,68ba9cfd77b5409185f6bb6ee74dee17217e88f254d4026f10b244eb9730932c,A6,V3,5,G2,True,True,stale term,True,retained v1 rule hit,False
stale,8fd13989420b38af7ff23e45d7198e1f2d791aa014122766fd9729790e044016,A6,V3,6,G2,True,True,stale term,True,retained v1 rule hit,False
stale,f9563a94a1cbc239ca3a81b68e02baef0c3af3453d352e6c354b3c26a845849b,A6,V3,7,G2,True,True,stale term,True,retained v1 rule hit,False
stale,a0ff0234d652bff0f2c3aa8b0eda9acf935a4c27bcc91616fc1dfbcbc9660692,A6,V3,8,G2,True,True,stale term,True,retained v1 rule hit,False
stale,27f8ee0536b525e565b90fed5e3286d6cfac45c1db24a83452f56385a9b067a7,A6,V3,9,G2,True,True,stale term,True,retained v1 rule hit,False
stale,6b79010ed22547d27f5b08b97bd83de196ddd28654023ce6aa038e45e7c04c5f,A6,V3,10,G2,True,True,stale term,True,retained v1 rule hit,False
stale,e367e2771352adba000d21cd9057b58458dd6fd00aa98833c09a8b49b643d6bc,B4,V1,1,D1,True,True,stale term,True,retained v1 rule hit,False
stale,a14aa147e8514b0b74cf340b9bae3af0ca48c63a16989c436472c7eb74c70d2a,B4,V1,2,D1,True,True,stale term,True,retained v1 rule hit,False
stale,d6aa07dd38a5f41c402ab6a2a05c198e079971f1e9814a43816d647d4d9c6946,B4,V1,3,D1,True,True,stale term,True,retained v1 rule hit,False
stale,e09e578946b86d111c042fab5dcf134f1a8657da145c4c54434b8d56a407bdc7,B4,V1,4,D1,True,True,stale term,True,retained v1 rule hit,False
stale,57fcc9553cb6fb2564942dcb47b6a2cb273fccd0744e3a14665c749beaa64c80,B4,V1,6,D1,True,True,stale term,True,retained v1 rule hit,False
stale,32ea462c014ee0f0e0609782e996d429111390c0b65d63bc4ec0157f4aadef03,B4,V1,8,D1,True,True,stale term,True,retained v1 rule hit,False
stale,7a3bf917bc83ead0ac89dd05224e001a51d1dd6d426bb0b13ba44407025ec35c,B4,V1,10,D1,True,True,stale term,True,retained v1 rule hit,False
stale,3370eb76e3568112bb44adc1cbc5b4866e7e83e5d5c256290c46433a6c0beb65,B4,V2,1,D1,True,True,stale term,True,retained v1 rule hit,False
stale,21e6275c72d61c907f889683b4113b329d8087b088a6858653e92e372ef2094d,B4,V2,2,D1,True,True,stale term,True,retained v1 rule hit,False
stale,cd4a112288afd5305ec2ad9d46050ec09e9f8c36fd66ef38e936873fbbdec263,B4,V2,3,D1,True,True,stale term,True,retained v1 rule hit,False
stale,8f3ff055efd9d501f64e0d04c7f724039152e3da4ccdc5359cb5696c4206aa68,B4,V2,4,D1,True,True,stale term,True,retained v1 rule hit,False
stale,6f02894b4385e150701737fd37203274b61f0b5d2cb756eb4bf0bb99ad7963df,B4,V2,5,D1,True,True,stale term,True,retained v1 rule hit,False
stale,64b3c9c6c46a98a095fcab12cd92d3dd8ae4649f2b73e4627daaba048c0dc656,B4,V2,6,D1,True,True,stale term,True,retained v1 rule hit,False
stale,5e6119350e1b974c334e10f9fa94a2e3f663cc59865b5fa6decd7fb4bcfc78da,B4,V2,8,D1,True,True,stale term,True,retained v1 rule hit,False
stale,2d8444af166a544f570cd4b3d5158a88ede0fb5653461be829c6cacbc1147d8f,B4,V2,9,D1,True,True,stale term,True,retained v1 rule hit,False
stale,915d2884a21d076c9b0f62fef3ad983718fc0e413c5f08b64e186e55eadb41e4,B4,V2,10,D1,True,True,stale term,True,retained v1 rule hit,False
stale,21db8ccb7600f92064f7f8cb5f491919e4da500fd932a019288f9d907b44e2ad,B4,V3,3,D1,True,True,stale term,True,retained v1 rule hit,False
stale,e2d801df2f325476219913ad773eb2933716c3429963b14b7c7bbea310a0ab84,B4,V3,4,D1,True,True,stale term,True,retained v1 rule hit,False
stale,fe21b2185766fc376cdd2b91490488bdba70d796f3996a3bddc1eb01f3d74ce1,B4,V3,5,D1,True,True,stale term,True,retained v1 rule hit,False
stale,36407d5315a0dc6862cee042eea4fb87a3821c03cbbb7cf2402208ad8431b79a,B4,V3,6,D1,True,True,stale term,True,retained v1 rule hit,False
stale,8595906b761cdea2fdfd8239b9bf19a998fdb1cb92584858a6daa58ebcc47711,B4,V3,7,D1,True,True,stale term,True,retained v1 rule hit,False
stale,2915b1d05c6db6ce99e28cc11a2d07e65094235247c5c79f745cd5218b0e890f,B4,V3,8,D1,True,True,stale term,True,retained v1 rule hit,False
stale,f9be7815d467b988d4544a8501050077f473cb9c78383c143c857931fbb7de80,B4,V3,9,D1,True,True,stale term,True,retained v1 rule hit,False
stale,6774d393222956d394b848bda5786b9f515ad0d042fba6aa22896b01ef8f61ea,B4,V3,10,D1,True,True,stale term,True,retained v1 rule hit,False
stale,c6427f525133790d1715e8307251668072382f1ae64de278373390c8874cc708,A6,V1,1,D1,True,True,stale term,True,retained v1 rule hit,False
stale,e094df175692ed6b9ddb4652a99860b88fca364344b30722bff65b864d644f61,A6,V1,4,D1,True,True,stale term,True,retained v1 rule hit,False
stale,bc28ae36afcc6ae444277f0103f16ea7af427862549b5abef09bd36224408263,A6,V1,9,D1,True,True,stale term,True,retained v1 rule hit,False
stale,a81e49bda575e7f2c4e8d9baa539a417cf4633318dda97f65f43cc78c9e5bbbb,A6,V2,1,D1,True,True,stale term,True,retained v1 rule hit,False
stale,3c7ac51775d41612a4e6c34a65c9c639703a7bf9bea0e18403ed41cc6d1b9250,A6,V2,3,D1,True,True,stale term,True,retained v1 rule hit,False
stale,c3a4778e748e471c89e1bfa114ade4b8d6d615106d60bfe0f48d5931184aa5b5,A6,V2,9,D1,True,True,stale term,True,retained v1 rule hit,False
stale,1495690c1f0513156c4412dacaaea80d90d77adf83622a8698541efb5666239a,A6,V2,10,D1,True,True,stale term,True,retained v1 rule hit,False
stale,c3a74307b531027e04aecba5a63c95c805d958fd1fce92835129a55c33e8b87b,A6,V3,1,D1,True,False,no affirmative freshness comparison,False,retained v1 rule miss,False
stale,a9112b392b40dd2767a15f45f624eaf7bdd31488eda69570cb0c23d3762512bc,A6,V3,4,D1,True,True,stale term,True,retained v1 rule hit,False
