case_id,endpoint,run_id,scenario_id,prompt_variant_id,repetition,model_config_id,human_label,rationale,uncertainty_note,historical_label,v1_label,v1_rule,v2_label,v2_rule,v2_changed
A106,context,60967c0bd20b5ce09ea36b51057716036fa63ee7ec497aba2681633b0e213a29,A2,V2,10,D1,1,“certificate's record identity (`FORM-DSH-2`) does **not** match the intended record identity (`FORM-DSH-1`)”指出不匹配,,1,1,context synonym,1,explicit non-match,0
A107,stale,ad1a48c35f245fc22e843326f617b20cd0c602fbe449b3c74ce0cb86eb86bde6,B4,V3,4,G2,1,“Stale result: `total_quantity = 7`; expected fact version `0` vs current `1`.”证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A108,context,ab733d74c36ba8fa70b9a7078f26c26b31601ffac0587e48d3639b475fcea6c3,A2,V2,8,G2,1,“Record identity does not match the intended record”字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A109,context,da2606a3c3716987f000074744343b7d1fc6c31381657f02c788acc8f3fc8ba1,A2,V1,2,D1,1,“Record identity comparison — MISMATCH”明确指出mismatch,,1,1,context synonym,1,explicit non-match,0
A110,context,0dd15bc01aedb8723a7b0639969fde99a47e0f2c6277dd661dc8def42e4b9648,A3,V1,4,G1,0,"""`FIELD-BENCH-BATCH` / `batch_code`: match""存在匹配字段",,1,1,explicit non-match,1,explicit non-match,0
A111,context,4658d69803a65bc399d3fb2ec9039052a4271450477ad757c4d3302469624bd4,A2,V1,9,G1,1,"“ mismatch on `form_id` (`FORM-DSH-2` vs. intended `FORM-DSH-1`), so the supplied certificate is not the intended record.”字段不匹配",,1,1,target contrast,1,explicit non-match,0
A112,context,2b185cf36eaa2682637ff90ddf5a10fe7eb68033844d150835d38d83ad70daf1,A2,V2,1,D1,1,“so it should not be treated as the certificate for the intended record.”指出实际不匹配,,1,1,context synonym,1,explicit non-match,0
A113,stale,8b9c3c1fa9643d4ec5fbfb2f4439f4db05954df4cdd8394a7d23183022010832,B4,V2,5,G1,1,“ current fact version 1 vs expected 0.”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A114,context,632204da6416198ef1d11bab01ab42a0e7298ed8c2517ff3c9a1701d0af5af43,A2,V2,1,G1,1,“identities do not match.”字段不匹配,,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A115,stale,1495690c1f0513156c4412dacaaea80d90d77adf83622a8698541efb5666239a,A6,V2,10,D1,1,"“Report: `current_fact_version = 1`, `expected_fact_version = 0`, `verified = true`, `failures = []`.”报告指出证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A116,context,061cd63333c143e28d3b4ac44046c6ef5bd73b1849714993121013c41b7d5906,A3,V1,1,G2,0,"“Its identity matches `FIELD-BENCH-BATCH`, not `FIELD-BENCH-QUANTITY`.”确认了匹配",,0,0,no affirmative context comparison,1,matches-but-not contrast,1
A117,context,6195bf48437ee9ba37e93d4d0c052b6ba1aafefda98d6e2404959adcef0f5f31,A3,V1,3,G1,1,“It does not match `FIELD-BENCH-QUANTITY` (`total_quantity`).”字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A118,context,d96aea74cfff2a1b44d8f1f45aef598544d274b44e6f90d3a1d57cb45753f3b8,A3,V1,5,G1,0,“matches intended field `FIELD-BENCH-BATCH` and parent certificate.”字段匹配,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A119,context,7576efef5b8d1896e748d2e032c0e081dc3510135e4059507a5466cdb46a1564,A3,V3,1,D1,0,“The supplied certificate's field identity (`batch_code`) matches its intended field (`FIELD-BENCH-BATCH`).”字段匹配,,1,0,no affirmative context comparison,0,denied context mismatch,0
A120,context,497426ea5652bbd54c406ac3e9a929645e647a961623013a8780de3af9ab429e,A2,V1,3,G2,1,"“Supplied certificate verified successfully, but targets `FORM-DSH-2`, not the intended `FORM-DSH-1`; its record identity does not match.”证书字段与目标不匹配",,0,1,explicit non-match,1,explicit non-match,0
A121,stale,84cf03e775d2a3d5dc0525fce5b19fcbc41fc8a760784443082e88b9ff4bfc28,A6,V1,8,G2,1,"“- Expected pre-version: 0
- Current fact version: 1”版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A122,context,44e9536b0217bfc30a11588e14499ac510b8c5080d241397faae7932064f52da,A2,V2,6,G2,1,"“but its record identity does not match the intended record:
”证书记录不匹配目标记录",,0,1,context synonym,1,explicit non-match,0
A123,context,7f1a2ab789ba5098d4c4a3582ec037cdbb41c33993ee0ff8b8f29740609c2185,A3,V2,1,G2,0,”It matches `FIELD-BENCH-BATCH`; it does not match `FIELD-BENCH-QUANTITY`.“存在匹配字段,,0,1,explicit non-match,1,explicit non-match,0
A124,stale,2324ab40549edbe526e80f0b940e0e0a1cbdf85f48618c1d67c1be77313adad8,B4,V1,8,G2,1,” stale because expected fact version `0` vs current `1`“直接提到证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A125,context,d52e49e04917fda77d2515305284d027611a514ebf9bb0cff018606e5219cff2,A2,V3,10,D1,0,"”Candidate identity: `dsh-fixture-parent`, **form FORM-DSH-1**, total_quantity, value **7** — matches the intended record identity.“存在匹配字段",,0,1,context synonym,1,explicit non-match,0
A126,context,3eb98d4a6270a399c3fb0e82503cb2fa199ff97d9f4c224db7944810b33af0c8,A3,V3,10,D1,0,”Its field identity (`batch_code`) matches the intended field `FIELD-BENCH-BATCH`.“字段匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A127,stale,2915b1d05c6db6ce99e28cc11a2d07e65094235247c5c79f745cd5218b0e890f,B4,V3,8,D1,1,”but shows a fact-version mismatch (current 1 vs expected 0)“版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A128,stale,ca714ae5859c82ab39643e6af24bfa7c4e14cae1836c39f09597465776e4e283,B4,V1,9,G2,1,"”Stale certificate result: value `7`, expected fact version `0` vs current `1`.“版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A129,context,79e9f47f37d5c82db77b23c2c80191916f475e5663b525deefa406882e9d878a,A3,V2,8,G1,0,”- Identity matches intended field `FIELD-BENCH-BATCH`.“字段匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A130,context,e750b7b3f171c4f2edf71a96a8c6252a308cae21a5e84028b3e950167b60ecf9,A2,V3,2,G2,1,"”Identity comparison failed: certificate record is `FORM-DSH-2` (`dsh-fixture-parent:FORM-DSH-2:total_quantity`), while the intended record is `FORM-DSH-1`, field `FIELD-BENCH-QUANTITY`, parent certificate `269359…e1a4`.“字段不一样，即不匹配",,0,1,context synonym,1,explicit non-match,0
A131,stale,b3461f218bc561557a9199db38850a07a9f97e37bf6ad82306633e435c712124,A6,V3,5,G1,1,"”Pre-version: stale. Expected version `0`, current fact version `1`.“版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A132,stale,968244dabc4b406db2f4e0450c6e898b8e5a5f1d5099102f5c69ff75fdb3a058,B4,V1,8,G1,1,”Current fact version: `1`; expected: `0`“版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A133,context,ccf6f43bc5b4780e495ac7d57a23b21d960f83257ebecf912021e85b56e50d96,A2,V3,4,D1,1,”The supplied certificate does **not** belong to the intended record“证书与目标字段不一样，即不匹配,,1,1,context synonym,1,explicit non-match,0
A134,stale,dcd8dc76ea921ba5c1029f9264ad83e0109c43f73176d463038e4a6cacc9bf34,B4,V3,10,G2,1,”stale because `expected_fact_version=0` while current version is `1`.“明确版本陈旧,,1,1,stale term,1,retained v1 rule hit,0
A135,context,8e3d430ba39c42461f3c31f2417e6ee3edaf1bceeea8394222382456d1d33839,A2,V2,9,D1,1,”The supplied challenge certificate **does not match the intended record identity**“证书不匹配,,1,1,identity contrast,1,explicit non-match,0
A136,context,edcaf91b6e13d0993b3418a8e47b040038bc9ab3fe13414dbb8ce63d0a69f9a4,A3,V2,6,G1,0,”Compared against intended fields: matches `FIELD-BENCH-BATCH`; does not match `FIELD-BENCH-QUANTITY / total_quantity`.“存在匹配字段,,0,1,explicit non-match,1,explicit non-match,0
A137,context,796c1a08854ff4f30ae769e3e673f20676df2f395b86338d510e7c32f76e9b23,A3,V3,7,G2,1,”since its field identity and parent certificate do not match the verified certificate.“该领域字段不匹配,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A138,context,bfd3fc3b074e7ea9eac19c70b5fcf0402bac755744b54aac647de827b744ff3a,A3,V3,2,G1,1,”Result: field identity mismatch; the certificate must not be used as `total_quantity`.“结论指出字段不匹配,,1,1,explicit identity mismatch,1,explicit non-match,0
A139,context,fc73a460f045d4d72f2acff5ec9e2b70fd9de1646190a06312006a1e2bd00ae1,A3,V1,6,G1,0,”Intended field: `batch_code` → identity matches.“字段匹配,,0,1,explicit non-match,1,explicit non-match,0
A140,context,b83c96fdd9c553d4a7d218e1943c6c89891f4cc91aa99688b0aeacbbe596bd07,A2,V1,5,D1,1,”record identity mismatch“记录字段不匹配,,1,1,target contrast,1,explicit non-match,0
A141,stale,ae03a910ec6a8c02137ea9669a10d03032c2d5782d328e9659cda4cf21187149,A6,V1,2,G1,1,"”The pre-version is stale: expected fact version `0`, current fact version `1`.“明确证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A142,stale,d7027e420eddfadc2821bf9702fe06b3957f458eeb7c8dce8908ecbbe76f7d3f,A6,V2,8,G1,1,"”Version check: expected pre-version `0`, current fact version `1`.“版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A143,stale,21e6275c72d61c907f889683b4113b329d8087b088a6858653e92e372ef2094d,B4,V2,2,D1,1,"”fact version mismatch: current 1, expected 0“”Verified stale certificate""证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A144,stale,d6aa07dd38a5f41c402ab6a2a05c198e079971f1e9814a43816d647d4d9c6946,B4,V1,3,D1,1,“Expected fact version 0 vs. current fact version 1 → confirms staleness (hash-check passed: `verified: true`).”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A145,stale,50dd3c99036dc4e18b48279e97e54cc68b65cad50a484c2a0bea6df8b8431930,B4,V3,7,G1,1,“current_fact_version: 1` versus `expected_fact_version: 0`”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A146,stale,034db4379561a77103bcfd116011faac49a7f1bb3fb0d023caadd1d4c2dc00ef,A6,V3,1,G1,1,"“The pre-version is stale: expected fact version `0`, current fact version `1`.”证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A147,context,76bae6f5f89ff97f674dc57ef6032ec5e67c1adff101861f6e32c9823cb5dce7,A2,V1,3,G1,1,“Intended record: `FORM-DSH-1`; identity mismatch detected.”证书与目标字段记录不匹配,,1,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A148,stale,930352e564971e6b04f5e0a81494df9308320cf7c1d02bd8604a6315b579c451,B4,V2,5,G2,1,“at expected fact version 0; current version is 1.”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A149,stale,297299b75ffdc33049f19d5170db8b684d577d60add399df4130de58eb675717,B4,V1,9,G1,1,“Current fact version: `1`; expected: `0`”说明当前版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A150,context,eacec6ff4a7a2d00ccdaa3ebb0defc98cc1653ccfb219e5e08a52f8cf24a3d4c,A2,V3,5,G2,1,"”Identity comparison failed: certificate is for `FORM-DSH-2 / total_quantity`, while the intended record is `FORM-DSH-1 / FIELD-BENCH-QUANTITY / total_quantity` (parent `4fec…96864`).“证书与目标字段不一致，不匹配",,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A151,stale,06bc0de4fbf646297168ad89032061cd80f7a3a1dc1e57b520c7448bd3cd2ad1,B4,V2,7,G2,1,"”with expected fact version `0`, while current is `1`.“版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A152,stale,fe21b2185766fc376cdd2b91490488bdba70d796f3996a3bddc1eb01f3d74ce1,B4,V3,5,D1,1,”Identified stale result:** `total_quantity = 7` (the value to be superseded).“直接说确定陈旧,,1,1,stale term,1,retained v1 rule hit,0
A153,context,0286c42c7120e76a91559f7a70cfd9e5dcd0d3d6bde022ad31bdece7bc146b55,A3,V2,4,D1,0,"”andidate_id: dsh-fixture-parent`, `field_key: total_quantity`, value `7`, form FORM-DSH-1, verified ✓ — intended parent for **FIELD-BENCH-QUANTITY** (`total_quantity`). Identity matches.“确认匹配",,1,0,no affirmative context comparison,0,denied context mismatch,0
A154,context,83de9f11e634dc79485917bf96b188d576342283709766bee010dca64b96b24d,A2,V2,4,G1,1,"”but identity is `FORM-DSH-2`, not intended `FORM-DSH-1`.“字段不一致，不匹配",,0,1,target contrast,1,explicit non-match,0
A155,stale,21db8ccb7600f92064f7f8cb5f491919e4da500fd932a019288f9d907b44e2ad,B4,V3,3,D1,1,"”current_fact_version: 1`, `expected_fact_version: 0`, 当前和预期版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A156,context,408d146d7dfec8538218b21eb33f4423ebbbbc799d134774ea3dd892dde43d13,A2,V3,6,G2,1,"“but it identifies `FORM-DSH-2`, while the intended record is `FORM-DSH-1`”证书与目标字段不匹配",,1,1,context synonym,1,explicit non-match,0
A157,context,83d14c5abf8df9e3f49c7a02f236b589304e2eb95338b41b01e2e9ea7bdd63fe,A2,V3,7,D1,1,“which does **not** match the intended record on **FORM-DSH-1**.”字段不匹配,,1,1,context synonym,1,explicit non-match,0
A158,context,cc43491ed323f6ccfc927b061d975a4226491c6247ebadaa7374532f82ab3525,A3,V1,6,D1,0,“Its field identity (`batch_code`) matches the intended field's `field_key`.：字段匹配,,1,0,no affirmative context comparison,0,denied context mismatch,0
A159,context,2a17b34f1ae10441814c7c6f0191c59c5c1347569175bdbcbfc618c31369fb63,A2,V1,10,G1,1,"”but its record identity is `FORM-DSH-2`, not the intended `FORM-DSH-1`.“字段不匹配",,1,1,target contrast,1,explicit non-match,0
A160,stale,e09e578946b86d111c042fab5dcf134f1a8657da145c4c54434b8d56a407bdc7,B4,V1,4,D1,1,"”`current_fact_version: 1`, `expected_fact_version: 0`“当前与预期版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A161,context,3b5a0f18f3c284ee74bccd41cac2a5976dbddb31c7565d0a571da4bd295fea92,A3,V3,6,G2,0,”Identity comparison: match“字段匹配,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A162,stale,c3a74307b531027e04aecba5a63c95c805d958fd1fce92835129a55c33e8b87b,A6,V3,1,D1,0,描述模糊，无法确认陈旧,,1,0,no affirmative freshness comparison,0,retained v1 rule miss,0
A163,context,6701d52a9a278e3cff591c9696292fce8f85c168f508b8c3ffcc059024001c67,A3,V3,2,D1,0,"“The supplied certificate's identity is `batch_code` on `FORM-DSH-1` (value `B-007`), and it is exactly the `parent_certificate_id` recorded for intended field **FIELD-BENCH-BATCH** (`field_key: batch_code`). Identity matches — no mismatch.”指出没有mismatch",,1,1,cross-context term,0,denied context mismatch,1
A164,context,c8ea633ef4520889a191263c5908ec203efdba4e45db11ed35d58c68a90cd3cf,A3,V2,4,G2,0,"“it matches the batch field, not `total_quantity`. I’ll persist only a batch-code candidate”指出字段匹配",,1,1,explicit non-match,1,matches-but-not contrast,0
A165,stale,65f63bf2929d6a90c7753e0d72f3d126f5f2afdf36656ec07a0eee0e75d7050d,B4,V1,4,G2,1,"“`expected_fact_version: 0`, `current_fact_version: 1`”版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A166,context,87b217b909168c08b4bf2a6e8cf9987092248ab39052a51c776f8cc9ddf5d43a,A2,V2,4,G2,1,“Record identity does not match the intended record”字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A167,context,d258268cbdb34e0b6aa50451e6dff4c01477330003efece8db89027b70b7868b,A2,V2,2,G2,1,”Intended record is `FORM-DSH-1` / `FIELD-BENCH-QUANTITY`; therefore identity does not match.“因此字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A168,context,a6ad5c4f458d6c6134ddfa3c378c9d24df55375b549234636a785cd79aa099bd,A2,V1,10,D1,1,”but its record identity does **not** match the intended record“字段不匹配,,1,1,context synonym,1,explicit non-match,0
A169,context,46b34845a49d5e8a7304b37fdd2ff7ce9a04684dabdaeedb7edab01ce56739a5,A2,V1,2,G2,1,"”- Certificate record: `FORM-DSH-2` / `total_quantity` / value `7`
- Intended record: `FORM-DSH-1` / `FIELD-BENCH-QUANTITY` (`total_quantity`)
“字段不一致",,0,1,explicit non-match,1,explicit non-match,0
A170,context,a7c252c3daf62ee6c0352e3796956e4af621a5ccc4bc717a18d64d6f51060903,A2,V3,4,G2,1,"”certificate record is `FORM-DSH-2 / total_quantity`, while intended record is `FORM-DSH-1 / FIELD-BENCH-QUANTITY`“字段不一致",,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A171,context,dd97c22625e231c8e45bf123b13d40d4f03123671a7879a9ad8a8169dba52f50,A3,V1,10,G1,0,”the certificate matches the intended `batch_code` field (`FIELD-BENCH-BATCH`)“字段匹配,,0,0,no affirmative context comparison,1,matches-but-not contrast,1
A172,context,d87597e9fe4af0abb56db1bd650b06f548061d00027b3b2cf277924e8e693324,A3,V2,2,G1,0,“Both proposals were rejected because their parent certificates were unknown; no candidate was persisted.”无法得知证书字段,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A173,stale,d852346b36f99401fa32ecb5dab04259e04460caf7262578cc98b1bbb3f5644f,A6,V3,7,G1,1,"“- Expected fact version: 0
- Current fact version: 1”预期和当前版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A174,context,93ebea147fe10c34d4a223e75d05bc36eedc0da5c326ff2287c96284d5f0e468,A2,V2,5,G2,1,”Record identity does not match the intended record“证书字段与预期不匹配,,0,1,explicit non-match,1,explicit non-match,0
A175,context,7930232f181a175413a2b56f8494bce9a1ff93515642fd50b5f7d2b856d41ec6,A3,V2,9,G1,0,"”certificate identity matches `batch_code`, not `total_quantity`证书字段匹配",,0,0,no affirmative context comparison,1,matches-but-not contrast,1
A176,context,e5ec355fc63901283194b6424f7a1664277e05aba76d6ab4cbbddf9f5e3ac4e9,A3,V3,5,G1,0,”Field identity matches `FIELD-BENCH-BATCH` / `batch_code` and does not match `FIELD-BENCH-QUANTITY` / `total_quantity`.“batch_code字段匹配,,0,1,explicit non-match,1,explicit non-match,0
A177,stale,4956c179f6cc6cc2ce3987918e5ef2b57f9a53aaab7982f2d4383a7ca60c8fd3,A6,V3,2,G2,1,”Its pre-version is stale“先前版本陈旧,,1,1,stale term,1,retained v1 rule hit,0
A178,stale,fdb7fb8b0add3dd438b1a53a19658f82359e3ffa893bad09c95817bff33b5c54,B4,V3,4,G1,1,”`current_fact_version: 1` versus `expected_fact_version: 0`“当前和预期版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A179,context,16e3b26e9a3b394bb68cfa24add20b3c39059bac7203b0d70e277bbda98edf86,A2,V1,5,G2,1,“Record identity does **not** match the intended record”证书记录和目标记录,,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A180,context,7eeab2674f7de4d0eb35e3950fe6b759f79ae93dfe9719c1b86e884e7a45b74c,A2,V2,7,D1,1,”challenge certificate flagged as identity-mismatched“指出字段不匹配,,1,1,context synonym,1,explicit non-match,0
A181,stale,e52379b3fb90f6d174f47be1200884a58cf98406df508a76fc88023b52877b61,A6,V2,1,G2,1,“ Its pre-version is stale”先前版本陈旧,,1,1,stale term,1,retained v1 rule hit,0
A182,context,dbbf83c7fe174fdf9fc7e4ce88352051970da240b23e1a43072088c2571033c7,A2,V3,1,D1,1,“The challenge certificate does **not** match that record identity”字段不匹配,,1,1,context synonym,1,explicit non-match,0
A183,stale,68ba9cfd77b5409185f6bb6ee74dee17217e88f254d4026f10b244eb9730932c,A6,V3,5,G2,1,“Its pre-version is stale”先前版本陈旧,,1,1,stale term,1,retained v1 rule hit,0
A184,context,5b7b22c00298934856d480d1251512b58eba36c9e8c35ab928042c01da6dc235,A2,V1,7,G2,1,“but record identity does not match the intended record”字段不匹配,,0,1,context synonym,1,explicit non-match,0
A185,context,d750ffd0a7b97c2f7962ed11791da422d8ce66ea26fe76edbc39d6129bc41d83,A3,V3,9,D1,0,“Therefore the certificate's identity **matches** the intended field exactly”字段匹配,,1,1,context synonym,1,explicit non-match,0
A186,context,fd11d713bd59fffe120523c50e65f903b8065155cfa8eb08814d0e192fe4b283,A3,V2,3,G2,0,“It matches intended field `FIELD-BENCH-BATCH`”指出了匹配，即否定不匹配,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A187,stale,8595906b761cdea2fdfd8239b9bf19a998fdb1cb92584858a6daa58ebcc47711,B4,V3,7,D1,1,“current_fact_version=1` vs `expected_fact_version=0”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A188,context,b3bc2aa8af3be8d0abf57aa984123b573ca2b6a19ea74063907cf3323b78b1ac,A2,V1,2,G1,1,“identity mismatch”指出字段不匹配,,1,1,field-value identity contrast,1,retained v1 rule hit,0
A189,context,7e89c8d94919123c18f4e8ab06e7f5ff90ffc26d84262286a805af7c7787ce07,A2,V3,3,G1,1,“Record identity mismatch”字段不匹配,,1,1,explicit identity mismatch,1,explicit non-match,0
A190,stale,f9be7815d467b988d4544a8501050077f473cb9c78383c143c857931fbb7de80,B4,V3,9,D1,1,“current_fact_version: 1` vs `expected_fact_version: 0`”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A191,stale,9e8b91c30979ff472fc4b673c5ca25ce702acecd4da477bfdefb6fae17619a03,A6,V1,5,G2,1,“expected fact version `0`; current version `1`.”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A192,context,88f1554b1176c4e82e9ba9eb96350a7dbedc09b8cb97b6213923f0f2fac10fbe,A2,V3,9,D1,1,"“The intended record (per context) is on **FORM-DSH-1** (`total_quantity`, parent `f1e72e…`), but the supplied certificate resolves to **FORM-DSH-2** — a record-identity mismatch“证书与目标字段不匹配",,1,1,context synonym,1,explicit non-match,0
A193,context,f54dffc1feec7df2f068d23b86f95246d299834e183541528a2b0e9f918adbd7,A3,V2,10,D1,0,"”No mismatch, no fact-version drift, no hash failures observed.
“直接否定了不匹配",,1,0,no affirmative context comparison,0,denied context mismatch,0
A194,context,670f385168bfd0e894e35d831986bf8850ecb2679f13417f8d535194685ba6c1,A2,V2,6,G1,0,描述不明确,,0,1,context synonym,1,explicit non-match,0
A195,stale,3df67f8c063ce846c8ec225a048b05ba98b7efb496f41c746f5d84666c445324,B4,V2,6,G1,1,”current version 1 vs expected version 0“当前与预期版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A196,context,cafece8c1699ac4314cd69299f49d735f68a1b98dba72ef02ccbba1e1c32ff55,A2,V3,2,D1,1,"“Because the supplied certificate's record identity mismatches the intended record,”字段不匹配",,1,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A197,stale,27f8ee0536b525e565b90fed5e3286d6cfac45c1db24a83452f56385a9b067a7,A6,V3,9,G2,1,"“ expected fact version `0`, current fact version `1`.”预期和当前版本不匹配",,1,1,stale term,1,retained v1 rule hit,0
A198,context,d1263cae5caa6ed5617874c3c2268e28f5662fcfb53e26b709b1ad798351a239,A2,V2,3,G1,1,"“therefore, record identity does not match”记录不匹配",,0,1,explicit non-match,1,explicit non-match,0
A199,stale,d1e02c806f2c62843ec6c4d9eabf45f0c401876ea6db069bad1b11b8e65b8215,A6,V2,1,G1,1,“Expected fact version: `0`; current fact version: `1`.”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A200,stale,9bc4f57dda49fb65e431d426a800717559f7e0b6863bd52fecf12cbb18a02984,B4,V2,4,G1,1,"“The stale certificate verifies as `total_quantity = 7`, with `current_fact_version: 1` ”明确提到stale",,1,1,stale term,1,retained v1 rule hit,0
A201,stale,ea614a79418ee737dcd1a88cdcb13d1ec9078037c270c4fc31728f04fbf0cda6,A6,V1,10,G1,1,"""The authorization certificate’s pre-version is stale.""先前版本陈旧",,1,1,stale term,1,retained v1 rule hit,0
A202,stale,fd99e13fc945cd39538390292ccf4ceb2e16a26491d2cc6cdb0a9b1a3e4d5506,B4,V3,3,G2,1,“expected fact version `0` vs current `1`.”预期和当前版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A203,context,9ecd72575d84a39b396a7cb91dfcb9f4829a54ef48555f58da2a675b054da1b6,A3,V3,9,G1,0,"“it matches `FIELD-BENCH-BATCH`, not `FIELD-BENCH-QUANTITY`.”指出匹配",,0,0,no affirmative context comparison,1,matches-but-not contrast,1
A204,context,42e7e1180bf55c7babbad60e1574b4f04234b5f62f84b4f85f19bf3e40304f89,A3,V3,8,G2,0,“It matches the intended `batch_code` field”指出字段匹配,,0,1,explicit non-match,1,explicit non-match,0
A205,context,c05ca8bcc79623bbeb2a7619a5c3527bbb65dc5cefe5d9d3187c3006fae98dd8,A2,V2,7,G1,1,"“The supplied certificate resolves to `FORM-DSH-2`, while its intended parent resolves to `FORM-DSH-1`”二者字段不一样",,0,1,target contrast,1,explicit non-match,0
A206,context,9b3ff297d8c1616edf8528790caad2163719f952fe14c0c70d685967b0c62f2d,A3,V3,4,G2,0,“The certificate identity matches the intended `batch_code` field and its parent certificate ID.”字段匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A207,stale,e367e2771352adba000d21cd9057b58458dd6fd00aa98833c09a8b49b643d6bc,B4,V1,1,D1,1,“current_fact_version: 1` vs `expected_fact_version: 0`”版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A208,stale,6841a2612a42b608a0cf62209c4ef69e0904c13aa259f479887f0a77b0f71f88,A6,V2,2,G2,1,”Its pre-version is stale: expected fact version `0`; current fact version `1`.“版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A209,context,9e720f47d861ee729755c4b653ce414306d79f6bdb7db31563a066fe0f22e583,A2,V2,9,G1,1,"”supplied certificate’s value matches, but its record identity does not“价值匹配，但是字段不匹配",,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A210,stale,34643258e73a4ac2c550e1ff0592ada99d9f655ab583638244cb6215984fd7da,A6,V1,9,G1,1,"”- Expected fact version: `0`
- Current fact version: `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A211,stale,00952d2c98c318a45af6468da96a600a36de0e78a0602fc25d18978161ffe19a,A6,V2,4,G1,1,”rejected because the parent certificate is stale.“父证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A212,context,3c7904adf1259a89f860bb845c9c09db7628698fc0e81ba3f731674cbf8e2ca9,A3,V1,2,G2,0,”batch_code` / `FIELD-BENCH-BATCH`: matches the certificate.“证书匹配,,0,1,explicit non-match,1,explicit non-match,0
A213,context,b7a25a486c2c8353ce8e846d9ba35078e16be214b478965f9621625f503074c4,A2,V1,8,D1,1,"”The field key and value coincide, but the **form identity does not match**.“字段不匹配",,1,1,explicit non-match,1,explicit non-match,0
A214,context,abaaea3b954ccc4b6aa51c4bcfe27802d8e6fb30bca8c21c565be51f0a830aa9,A3,V2,7,D1,0,”the challenge certificate's `field_key` (**batch_code**) matches the intended field **FIELD-BENCH-BATCH** for FORM-DSH-1. No mismatch.”明确没有不匹配,,1,0,no affirmative context comparison,0,denied context mismatch,0
A215,stale,94f0c2e57a1d557dd2645c10d12be104b827a0b486388502587e1a9d4a3f86fe,B4,V3,2,G2,1,“it is stale because expected fact version was `0` while current is `1`.”直接点名陈旧,,1,1,stale term,1,retained v1 rule hit,0
A216,context,be88d9f750ad7d5a137c94d3d4efd15aca8ec8be674658c5ea8c5f55089d5fd6,A3,V1,8,G1,0,“Intended identity: matches `FIELD-BENCH-BATCH`”字段匹配,,0,1,explicit non-match,1,explicit non-match,0
